series,01-1985,02-1985,03-1985,04-1985,05-1985,06-1985,07-1985,08-1985,09-1985,10-1985,11-1985,12-1985,01-1986,02-1986,03-1986,04-1986,05-1986,06-1986,07-1986,08-1986,09-1986,10-1986,11-1986,12-1986,01-1987,02-1987,03-1987,04-1987,05-1987,06-1987,07-1987,08-1987,09-1987,10-1987,11-1987,12-1987,01-1988,02-1988,03-1988,04-1988,05-1988,06-1988,07-1988,08-1988,09-1988,10-1988,11-1988,12-1988,01-1989,02-1989,03-1989,04-1989,05-1989,06-1989,07-1989,08-1989,09-1989,10-1989,11-1989,12-1989,01-1990,02-1990,03-1990,04-1990,05-1990,06-1990,07-1990,08-1990,09-1990,10-1990,11-1990,12-1990,01-1991,02-1991,03-1991,04-1991,05-1991,06-1991,07-1991,08-1991,09-1991,10-1991,11-1991,12-1991,01-1992,02-1992,03-1992,04-1992,05-1992,06-1992,07-1992,08-1992,09-1992,10-1992,11-1992,12-1992,01-1993,02-1993,03-1993,04-1993,05-1993,06-1993,07-1993,08-1993,09-1993,10-1993,11-1993,12-1993,01-1994,02-1994,03-1994,04-1994,05-1994,06-1994,07-1994,08-1994,09-1994,10-1994,11-1994,12-1994,01-1995,02-1995,03-1995,04-1995,05-1995,06-1995,07-1995,08-1995,09-1995,10-1995,11-1995,12-1995,01-1996,02-1996,03-1996,04-1996,05-1996,06-1996,07-1996,08-1996,09-1996,10-1996,11-1996,12-1996,01-1997,02-1997,03-1997,04-1997,05-1997,06-1997,07-1997,08-1997,09-1997,10-1997,11-1997,12-1997,01-1998,02-1998,03-1998,04-1998,05-1998,06-1998,07-1998,08-1998,09-1998,10-1998,11-1998,12-1998,01-1999,02-1999,03-1999,04-1999,05-1999,06-1999,07-1999,08-1999,09-1999,10-1999,11-1999,12-1999,01-2000,02-2000,03-2000,04-2000,05-2000,06-2000,07-2000,08-2000,09-2000,10-2000,11-2000,12-2000,01-2001,02-2001,03-2001,04-2001,05-2001,06-2001,07-2001,08-2001,09-2001,10-2001,11-2001,12-2001,01-2002,02-2002,03-2002,04-2002,05-2002,06-2002,07-2002,08-2002,09-2002,10-2002,11-2002,12-2002,01-2003,02-2003,03-2003,04-2003,05-2003,06-2003,07-2003,08-2003,09-2003,10-2003,11-2003,12-2003,01-2004,02-2004,03-2004,04-2004,05-2004,06-2004,07-2004,08-2004,09-2004,10-2004,11-2004,12-2004,01-2005,02-2005,03-2005,04-2005,05-2005,06-2005,07-2005,08-2005,09-2005,10-2005,11-2005,12-2005,01-2006,02-2006,03-2006,04-2006,05-2006,06-2006,07-2006,08-2006,09-2006,10-2006,11-2006,12-2006,01-2007,02-2007,03-2007,04-2007,05-2007,06-2007,07-2007,08-2007,09-2007,10-2007,11-2007,12-2007,01-2008,02-2008,03-2008,04-2008,05-2008,06-2008,07-2008,08-2008,09-2008,10-2008,11-2008,12-2008,01-2009,02-2009,03-2009,04-2009,05-2009,06-2009,07-2009,08-2009,09-2009,10-2009,11-2009,12-2009,01-2010,02-2010,03-2010,04-2010,05-2010,06-2010,07-2010,08-2010,09-2010,10-2010,11-2010,12-2010,01-2011,02-2011,03-2011,04-2011,05-2011,06-2011,07-2011,08-2011,09-2011,10-2011,11-2011,12-2011,01-2012,02-2012,03-2012,04-2012,05-2012,06-2012,07-2012,08-2012,09-2012,10-2012,11-2012,12-2012,01-2013,02-2013,03-2013,04-2013,05-2013,06-2013,07-2013,08-2013,09-2013,10-2013,11-2013,12-2013,01-2014,02-2014,03-2014,04-2014,05-2014,06-2014,07-2014,08-2014,09-2014,10-2014,11-2014,12-2014,01-2015,02-2015,03-2015,04-2015,05-2015,06-2015,07-2015,08-2015,09-2015,10-2015,11-2015,12-2015,01-2016,02-2016,03-2016,04-2016,05-2016,06-2016,07-2016,08-2016,09-2016,10-2016,11-2016,12-2016,01-2017,02-2017,03-2017,04-2017,05-2017,06-2017,07-2017,08-2017,09-2017,10-2017,11-2017,12-2017,01-2018,02-2018,03-2018,04-2018,05-2018,06-2018,07-2018,08-2018,09-2018,10-2018,11-2018,12-2018,01-2019,02-2019,03-2019,04-2019,05-2019,06-2019,07-2019,08-2019,09-2019,10-2019,11-2019,12-2019,01-2020,02-2020,03-2020,04-2020,05-2020,06-2020,07-2020,08-2020,09-2020,10-2020,11-2020,12-2020,01-2021,02-2021,03-2021,04-2021,05-2021,06-2021,07-2021,08-2021,09-2021,10-2021,11-2021,12-2021,01-2022,02-2022,03-2022,04-2022,05-2022,06-2022,07-2022,08-2022,09-2022,10-2022,11-2022,12-2022,01-2023,02-2023,03-2023,04-2023,05-2023,06-2023,07-2023,08-2023,09-2023,10-2023,11-2023,12-2023,01-2024,02-2024,03-2024,04-2024,05-2024,06-2024,07-2024,08-2024,09-2024,10-2024,11-2024,12-2024,01-2025,02-2025,03-2025
Aggravated Assault Reported by Population,4670,4585,5371,5080,5795,5919,5733,5941,5502,5730,5265,4468,5191,5083,5780,5438,6517,6246,6398,6695,6037,5860,5885,5504,5775,5308,5755,5998,6544,6699,6510,6508,5971,6044,5723,5953,0,0,0,0,0,0,0,0,0,0,0,0,9,0,13112,0,0,13112,0,0,13112,0,0,42284,7005,6684,7994,8006,8935,8831,9322,8790,8437,8387,6421,6307,7541,6654,7934,8442,8830,8503,8742,8589,8287,8035,7354,7978,7359,7989,8531,8649,9526,8596,9214,8696,8678,8774,8326,9299,8006,7302,8649,8807,9374,9442,9745,9205,9068,9089,8519,8136,7422,7673,8766,8938,9160,8912,9083,8932,8658,9250,8582,8622,7368,7046,8439,8474,9126,8489,8869,8693,8536,8886,8130,7877,2431,2431,2431,2431,2431,2528,2431,2431,2431,2431,2431,27776,0,0,0,0,0,5360,0,0,0,0,0,94850,0,0,0,0,0,0,0,0,0,0,0,95123,0,0,0,0,0,0,0,0,0,0,0,88709,0,0,0,0,0,11469,0,0,0,0,0,77338,0,0,0,0,0,12510,0,0,0,0,0,77694,0,0,0,0,0,11469,0,0,0,0,0,76413,0,0,0,0,0,10890,0,0,0,0,0,74186,0,0,0,0,0,14882,0,0,0,0,0,71274,0,0,0,0,0,14938,0,0,0,0,0,73203,0,0,0,0,0,14923,0,0,0,0,0,72809,0,0,0,0,0,15210,0,0,0,0,0,71039,0,0,0,0,0,14253,0,0,0,0,0,68463,0,0,0,0,0,12734,0,0,0,0,0,63289,0,0,0,0,0,11697,0,0,0,0,0,57785,0,0,0,0,0,22005,0,0,0,0,0,44294,0,0,0,0,0,8820,0,0,0,0,0,55025,5,5,0,3,1,10217,1,4,5,5,12,50576,0,0,0,0,0,8754,0,0,0,0,0,52650,6,2,5,8,5,9222,5,3,7,5,1,54469,0,0,0,0,0,8318,0,0,0,0,0,51360,4,2,7,1,2,8,2,7,0,1,3,57949,0,2,1,0,0,1,3,3,3,0,0,55491,4,0,6,2,6,5,3,4,3,4,7,55289,4,3,2,0,0,112,2,4,4,0,0,60562,1193,1042,1005,1179,1416,1307,1381,1526,1358,1493,1251,1582,1737,1681,2016,1901,2057,1898,2098,2122,2270,2309,1994,22064,2144,1904,2261,2326,2330,2261,2317,2288,2348,2423,2157,12040,,,,,,,,,,,,,,,
All Other Larceny Reported by Population,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,2,1,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,1,0,1,6,0,1,2,3,0,1,2,0,1,0,1,2,2,1,0,2,6,2,1,3,2,1,3,1,2,3,3,3,1,2,3,7,1,2,3,4,1,2,2,13,4,4,4,6,11,4,9,5,5,5,6,32,11,14,12,17,17,13,20,16,23,35,107,1923,1712,1830,1705,1883,1763,1964,2382,2524,2552,2430,2746,3182,3115,3482,3591,3695,3566,4156,4360,4170,4444,4224,4323,4034,3594,4442,4306,4680,4454,4756,4627,4612,4784,4409,4674,,,,,,,,,,,,,,,
Animal Cruelty Reported by Population,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,15,17,15,16,22,23,26,20,18,13,15,31,35,33,28,31,38,39,46,34,26,41,38,35,41,30,37,41,44,55,48,52,40,36,43,42,,,,,,,,,,,,,,,
Arson Reported by Population,344,347,363,354,371,306,307,292,313,293,282,288,361,376,361,386,375,299,357,326,283,330,253,260,348,277,335,316,315,363,345,336,267,350,292,321,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,3412,327,254,254,285,301,304,317,299,285,278,240,222,276,277,282,267,310,267,275,297,290,316,274,269,307,304,293,292,311,276,311,278,242,244,233,364,244,233,293,283,295,305,337,254,273,264,305,255,300,239,339,322,328,320,289,277,237,269,255,275,299,289,269,279,315,241,294,277,254,251,284,306,116,116,116,116,116,114,116,116,116,116,116,602,3,3,3,3,3,4,4,0,0,0,0,3294,0,0,0,0,0,0,0,0,0,0,0,3590,0,0,0,0,0,0,0,0,0,0,0,3669,0,0,0,0,0,526,0,0,0,0,0,2972,0,0,0,0,0,621,0,0,0,0,0,2974,0,0,0,0,0,513,0,0,0,0,0,2699,0,0,0,0,0,573,0,0,0,0,0,2648,0,0,0,0,0,612,0,0,0,0,0,2495,0,0,0,0,0,487,0,0,0,0,0,2000,0,0,0,0,0,364,0,0,0,0,0,2243,0,0,0,0,0,499,0,0,0,0,0,2179,0,0,0,0,0,529,0,0,0,0,0,2031,0,0,0,0,0,451,0,0,0,0,0,1776,0,0,0,0,0,349,0,0,0,0,0,1561,0,0,0,0,0,622,0,0,0,0,0,1165,0,0,0,0,0,306,0,0,0,0,0,1441,0,0,1,0,0,280,0,0,0,0,0,1392,0,1,0,0,0,232,0,0,0,1,0,1294,0,0,0,1,0,266,0,0,0,0,0,1235,0,0,0,0,0,229,0,0,0,0,0,1241,0,0,0,0,0,0,0,0,0,0,0,1355,0,0,0,0,0,0,0,0,0,0,0,1126,0,0,0,0,0,0,0,0,0,0,0,1081,0,0,0,0,0,2,0,0,0,0,0,1305,30,26,20,17,28,21,19,19,18,28,35,36,33,33,28,32,23,29,29,35,37,25,38,367,31,34,52,63,53,35,39,38,39,41,45,212,,,,,,,,,,,,,,,
Assisting or Promoting Prostitution Reported by Population,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,1,5,3,32,3,6,18,19,5,28,34,7,26,18,11,48,50,39,18,12,12,42,8,27,34,25,33,19,26,15,7,6,19,81,,,,,,,,,,,,,,,
Betting_Wagering Reported by Population,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,1,4,1,0,1,1,0,0,0,2,0,2,0,2,1,1,0,0,8,0,0,1,0,4,1,4,,,,,,,,,,,,,,,
Bribery Reported by Population,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,3,0,2,3,2,1,3,,,,,,,,,,,,,,,
Burglary Reported by Population,18259,16543,17879,16945,17443,17625,20281,20508,19902,21186,20759,20567,21553,19528,21354,20399,21222,21128,23616,23678,22524,21343,20863,22036,22253,20086,22355,19977,21226,20922,23867,24342,23032,23747,24296,24854,0,0,0,0,0,0,0,0,0,0,0,0,68,0,44531,0,0,44531,0,0,44531,0,0,155491,24479,21061,23517,21708,23040,22333,25050,24947,22059,23425,20320,18123,23038,19637,22493,22073,22376,21661,23479,22877,21809,22576,21033,22308,21281,19882,21534,19708,20044,19878,21709,22271,21014,20893,21471,22235,20637,18099,20609,19402,19788,20319,21771,22382,21612,20598,20069,19407,19078,17007,19329,18524,19748,19028,20344,21298,19740,19586,19225,19686,17803,15437,17787,16157,18316,17780,18778,18921,17515,18501,17982,17344,4400,4400,4400,4400,4400,4475,4400,4400,4400,4400,4400,61846,0,0,0,0,0,9613,0,0,0,0,0,201874,0,0,0,0,0,0,0,0,0,0,630,201810,0,0,0,0,0,0,0,0,0,0,4195,176040,0,0,0,0,0,18896,0,0,0,0,0,151235,0,0,0,0,0,19871,0,0,0,0,0,155924,0,0,0,0,0,20016,0,0,0,0,0,156042,0,0,0,0,0,19915,0,0,0,0,0,150662,0,0,0,0,0,24519,0,0,0,0,0,141734,0,0,0,0,0,25282,0,0,0,0,0,139046,0,0,0,0,0,24714,0,0,0,0,0,145946,0,0,0,0,0,27608,0,0,0,0,0,153969,0,0,0,0,0,28615,0,0,0,0,0,159577,0,0,0,0,0,27414,0,0,0,0,0,154244,0,0,0,0,0,25438,0,0,0,0,0,143580,0,0,0,0,0,51721,0,0,0,0,0,118401,0,0,0,0,0,19740,0,0,0,0,0,133595,2,8,4,3,5,21711,2,6,4,2,2,116693,0,0,0,0,0,16503,0,0,0,0,0,104460,2,2,0,4,4,14705,4,3,4,4,3,94266,0,0,0,0,0,13064,0,0,0,0,0,87026,4,6,4,0,2,3,3,4,5,2,3,88747,0,5,0,0,0,1,1,2,6,0,0,71801,1,2,1,0,1,4,3,4,2,5,4,63122,0,3,3,2,0,86,1,6,0,0,0,51926,760,651,659,586,658,618,710,910,862,910,951,1112,1180,1109,1064,1107,1236,1159,1373,1278,1478,1486,1430,16917,1477,1263,1355,1296,1458,1456,1741,1724,1708,1926,1665,9114,,,,,,,,,,,,,,,
Counterfeiting_Forgery Reported by Population,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,2,2,1,0,0,1,2,0,1,0,1,0,1,1,1,0,0,1,3,2,1,2,1,4,2,5,2,2,2,0,2,3,4,8,7,7,15,204,211,172,144,136,194,245,246,267,263,266,275,348,319,360,369,415,401,382,415,375,395,402,411,420,340,401,404,426,400,424,489,470,485,400,343,,,,,,,,,,,,,,,
Credit Card_Automated Teller Machine Fraud Reported by Population,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,3,0,1,0,0,0,2,0,0,1,0,0,0,2,2,1,0,2,1,2,5,5,7,12,302,322,257,235,262,312,298,290,342,320,324,398,472,431,451,458,456,487,531,508,475,553,515,506,522,479,512,470,491,511,502,538,543,545,517,554,,,,,,,,,,,,,,,
